State,Site,Campaign,Season,Date,Point_no,Species,Sec_10,Sec_20,Sec_30,Sec_40,Sec_50,Sec_60,Sec_70,Sec_80,Sec_90,Sec_100,Sec_110,Sec_120,Sec_130,Sec_140,Sec_150,Sec_160,Sec_170,Sec_180,Comments
CT,Long Beach,Walkers,B,24-May-24,3,PIPL,O,O,O,O,O,R,R,O,R,R,R,R,R,R,A,F,M,M,2:30 - TERRITORIAL W/ NEARBY CONSPECIFIC
CT,Long Beach,Walkers,B,24-May-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,INC NEST
NY,Sunken,None,B,25-May-24,1,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating Nest
NY,Sunken,None,B,25-May-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating Nest
NY,TOH,Dog_free,B,26-May-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting on dune
NY,TOH,Dog_free,B,26-May-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Preening, 2 people walking at 2:10"
NY,TOH,Dog_free,B,26-May-24,4,AMOY,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening
NY,TOH,Dog_free,B,26-May-24,4,SAND,F,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flock flew away
NY,TOH,Dog_free,B,26-May-24,4,PIPL,F,M,M,M,M,F,F,F,F,M,F,F,F,M,M,A,M,F,2 people walked by at 2:20
NY,TOH,Dog_free,B,26-May-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,TOH,Dog_free,B,26-May-24,5,SAND,F,F,F,F,F,F,F,F,F,M,M,FL,F,F,F,F,F,F,2 people walked by at 1:20
NY,TOH,Dog_free,B,26-May-24,6,SAND,F,F,F,F,F,F,F,M,F,F,F,F,F,F,F,F,FL,F,Flew due to a large wave crashing
NY,TOH,Dog_free,B,26-May-24,6,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,TOH,Dog_free,B,26-May-24,6,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard from behind dune vegetation
NY,TOH,Dog_free,B,26-May-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening and standing
NY,TOH,Dog_free,B,26-May-24,8,PIPL,F,F,M,F,M,F,F,M,F,A,F,F,F,F,F,F,FL,FL,"2 people at 0:50, group of people at 1:20-1:40"
NY,TOH,Dog_free,B,26-May-24,8,AMOY,F,M,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,R,Walking with mate then incubating
NY,TOH,Dog_free,B,26-May-24,9,PIPL,F,F,F,M,M,M,R,R,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,
NY,TOH,Dog_free,B,26-May-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening
NY,TOH,Dog_free,B,26-May-24,10,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting with mate
NY,TOH,Dog_free,B,26-May-24,10,PIPL,R,R,R,R,R,R,M,R,R,M,R,R,R,R,R,R,M,M,Roosting in tire track
NY,Jones,Walkers,B,28-May-24,1,AMOY,M,M,M,M,R,R,R,M,R,M,M,M,R,R,R,R,R,R,Amoy was with a chick
NY,Jones,Walkers,B,28-May-24,2,PIPL,R,R,R,R,R,R,FL,FL,F,F,F,F,F,R,R,R,R,R,near wrack line and plover exclosure
NY,Jones,Walkers,B,28-May-24,3,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,incubating Nest
NY,Jones,Walkers,B,28-May-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,roosting behind fencing
NY,Jones,Walkers,B,28-May-24,5,SESA,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging by water
NY,Jones,Walkers,B,28-May-24,7,AMOY,F,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,flew out of site 
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,1,WIPL,F,F,F,F,M,F,F,F,F,M,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,1,PEEP,F,F,F,F,M,F,FL,F,F,F,F,F,F,F,F,M,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,2,AMOY,A,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"AMOY pair seen scraping then flew off, territorial with another AMOY"
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,2,WIPL,A,A,F,F,F,F,OS,OS,OS,OS,OS,M,A,A,M,M,M,M,WIPL pair with one chick in back marsh
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,2,LETE,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,3,PEEP,FL,OS,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,3,WILL,FL,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,4,LETE,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,29-May-24,4,AMOY,FL,OS,OS,FL,OS,OS,OS,OS,OS,OS,OS,FL,FL,FL,OS,OS,OS,OS,
NY,Sunken,None,B,29-May-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,A,A,A,A,A,A,"Incubating Nest, person passed by "
NY,Sunken,None,B,29-May-24,4,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,male foraging by shore
NY,Sunken,None,B,29-May-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating Nest
NY,TOH,Dog_free,B,29-May-24,3,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,Foraging in surf
NY,TOH,Dog_free,B,29-May-24,4,AMOY,M,M,M,FL,FL,FL,FL,OS,R,R,R,R,R,R,R,R,R,R,"Flew OS, switched to other AMOY"
NY,TOH,Dog_free,B,29-May-24,5,AMOY,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Mobile because group of people setting up towels, preening"
NY,TOH,Dog_free,B,29-May-24,5,PIPL,F,F,F,M,M,F,M,F,F,M,M,M,M,F,F,F,M,F,Foraging at surf
NY,TOH,Dog_free,B,29-May-24,5,SAND,M,F,F,F,F,M,F,F,F,F,F,F,F,M,F,F,M,F,Foraging at surf
NY,TOH,Dog_free,B,29-May-24,6,SAND,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in big group
NY,TOH,Dog_free,B,29-May-24,6,AMOY,M,M,M,M,M,M,R,A,R,R,R,R,R,R,R,M,M,FL,Walking with mate then preening
NY,TOH,Dog_free,B,29-May-24,6,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard in dunes
NY,TOH,Dog_free,B,29-May-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,TOH,Dog_free,B,29-May-24,8,PIPL,F,F,F,F,F,M,M,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,Foraging then both PIPL flew out of site
NY,TOH,Dog_free,B,29-May-24,8,AMOY,M,M,M,M,M,M,M,R,R,R,M,A,M,A,R,M,M,M,"Walking with mate, group of people walked by at 1:50"
NY,TOH,Dog_free,B,29-May-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Standing then loafing next to post
NY,TOH,Dog_free,B,29-May-24,10,AMOY,M,M,M,M,OS,R,R,R,R,M,M,M,M,R,R,M,FL,FL,"1st AMOY went behind dunes, switched to 2nd AMOY at 0:50"
NY,TOH,Dog_free,B,29-May-24,10,PIPL,M,M,M,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,"Nest switch at 1:20, incubating"
GA,TBCC,Walkers,B,29-May-24,10,SAND,R,R,R,R,M,M,F,M,M,M,M,M,M,M,F,F,F,F,SAND 4.
GA,TBCC,Walkers,B,29-May-24,4,SAND,M,M,F,M,M,M,F,M,F,M,M,F,F,F,M,M,F,F,SAND 2.
GA,TBCC,Walkers,B,29-May-24,3,SAND,F,F,F,F,F,M,M,F,F,F,F,F,M,M,F,M,M,F,SAND 4.
CT,Housatonic: Milford Shoreline,Walkers,B,30-May-24,8,AMOY,FL,A,A,R,A,R,R,R,A,R,R,R,R,R,R,R,R,R,A = TERRITORIAL W/ NEARBY AMOY
CT,Housatonic: Milford Shoreline,Walkers,B,30-May-24,7,AMOY,FL,FL,FL,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Point,Walkers,B,30-May-24,5,PIPL,A,A,M,M,M,A,A,R,R,A,A,M,M,M,A,M,R,A,A = ALERT DUE TO NEARBY DOG
CT,Housatonic: Milford Point,Walkers,B,30-May-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,A,A,A,R,R = INC NEST
CT,Housatonic: Milford Point,Walkers,B,30-May-24,6,SESA,FL,FL,FL,R,R,R,R,R,R,M,R,R,R,R,R,M,R,R,
CT,Housatonic: Milford Point,Walkers,B,30-May-24,6,SAND,R,R,R,M,R,FL,F,M,R,R,R,R,R,F,R,R,R,R,
CT,Housatonic: Milford Point,Walkers,B,30-May-24,6,AMOY,FL,FL,R,R,R,R,R,FL,FL,R,R,R,R,R,R,R,R,R,
GA,EBGC,Dog_leash,B,30-May-24,1,WIPL,A,A,A,M,A,A,M,S,M,A,M,A,A,A,A,A,M,FL,
CT,Bushy Beach,None,B,31-May-24,2,PIPL,R,R,R,M,A,A,A,M,M,A,M,M,M,M,A,R,R,R,R = INC
CT,Bushy Beach,None,B,31-May-24,3,PIPL,F,F,A,A,M,M,A,A,A,A,M,M,A,A,R,R,R,R,R = INC
CT,Bushy Beach,None,B,31-May-24,3,AMOY,R,R,R,A,A,M,M,M,FL,FL,M,A,A,A,A,A,A,A,"R = INC, flew out having territorial dispute with other AMOY "
CT,Bushy Beach,None,B,31-May-24,4,PIPL,F,F,F,A,A,A,M,M,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,"Foraging by shellfosh area, flew to Long island sound side of beach out of view "
CT,Long Beach,Walkers,B,31-May-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,A,R,R,R,R,R,M PIPL INC NEST. Alert  @ 2:10 - Plane flyover
CT,Long Beach,Walkers,B,31-May-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Long Beach,Walkers,B,31-May-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,M,A,M,R,R,R,R,R,
CT,Long Beach,Walkers,B,31-May-24,5,SAND,F,F,F,M,A,F,A,M,F,M,F,M,M,F,M,F,M,A,
CT,Long Beach,Walkers,B,31-May-24,4,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,INC NEST
CT,Long Beach,Walkers,B,31-May-24,3,PIPL,M,M,O,O,R,M,M,F,F,M,F,M,M,A,M,M,M,F,A @ 2:20 - BIRD MOVED TOO CLOSE TO ME ~10M AWAY.
CT,Long Beach,Walkers,B,31-May-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,F PIPL INC NEST
CT,Long Beach,Walkers,B,31-May-24,2,AMOY,F,M,F,M,M,F,F,F,M,F,M,M,M,M,M,F,M,M,
NC,HI,None,,1-Jun-24,1,WIPL,A,F,A,M,A,A,A,A,A,A,M,M,A,M,A,A,A,A,Watched a male that was guarding a chick
NC,HI,None,,1-Jun-24,2,AMOY,A,A,A,A,A,A,A,A,A,A,A,A,M,M,A,A,A,A,
NC,HI,None,,1-Jun-24,3,SAND,F,F,F,F,F,M,M,M,M,F,F,F,M,F,F,F,F,F,
NC,HI,None,,1-Jun-24,4,REKN,F,M,M,M,M,M,FL,F,F,F,FL,OS,OS,OS,OS,OS,OS,OS,Flushed by dog
NC,HI,None,,1-Jun-24,4,SAND,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
NC,HI,None,,1-Jun-24,4,PIPL,F,F,F,F,M,M,F,F,A,M,M,F,M,F,F,F,F,M,Watched a male that was guarding a chick
NC,HI,None,,1-Jun-24,5,AMOY,R,R,R,A,M,M,M,M,M,M,M,OS,OS,OS,OS,OS,OS,OS,
CT,Sandy Point,None,B,2-Jun-24,4,SAND,R,M,OS,F,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flushed by group of COGR
CT,Sandy Point,None,B,2-Jun-24,5,SAND,M,M,R,M,M,M,M,M,M,M,M,F,M,M,M,M,F,M,
CT,Sandy Point,None,B,2-Jun-24,5,SESA,M,M,M,R,M,M,M,F,F,M,M,M,M,R,F,M,M,M,
CT,Sandy Point,None,B,2-Jun-24,6,PIPL,R,R,M,M,M,F,R,R,R,M,R,F,M,F,R,F,F,R,P14 Female
CT,Sandy Point,None,B,2-Jun-24,6,SESA,M,M,M,M,M,M,F,F,M,F,F,M,M,M,M,M,M,M,
CT,Sandy Point,None,B,2-Jun-24,7,PIPL,M,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Sandy Point,None,B,2-Jun-24,7,AMOY,R,R,F,M,M,M,A,R,R,R,R,A,M,R,R,M,M,R,Disturbed by walker
CT,Sandy Point,None,B,2-Jun-24,7,SESA,M,M,F,M,M,M,M,M,F,F,M,M,M,F,M,FL,M,M,
CT,Sandy Point,None,B,2-Jun-24,8,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Sandy Point,None,B,2-Jun-24,8,AMOY,R,M,R,M,R,R,R,R,R,R,R,M,R,R,R,R,R,R,
CT,Sandy Point,None,B,2-Jun-24,8,SESA,F,M,M,M,R,F,M,F,M,F,F,F,M,M,M,F,M,R,
NY,Sunken,None,B,2-Jun-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,pipl incubating nest 
NY,Sunken,None,B,2-Jun-24,5,PIPL,F,F,M,M,M,R,F,F,F,F,R,R,R,R,R,R,R,R,male foraging and roosting by shore
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,1,WIPL,F,F,F,F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,1,SAND,F,F,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,1,PEEP,F,F,F,M,F,F,F,F,F,F,F,F,F,F,FL,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,1,LETE,F ,F ,F ,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,2,WIPL,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,chick must be nearby
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,3,WILL,A,F,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,3,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,4,LETE,FL,OS,OS,FL,FL,FL,FL,FL,FL,OS,OS,FL,FL,FL,FL,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,3-Jun-24,4,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Harbor Island,Dog_leash,B,3-Jun-24,3,WIPL,A,F,A,A,A,F,F,F,F,A,M,A,M,A,A,A,A,A,Wilson parents were very alert as they watched over chicks while foraging
SC,Harbor Island,Dog_leash,B,3-Jun-24,3,SESA,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
NY,Sunken,None,B,4-Jun-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,female incubating nest 
NY,Sunken,None,B,4-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,incubating nest 
NY,TOH,Dog_free,B,4-Jun-24,2,AMOY,M,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,All 3 AMOY flew off
NY,TOH,Dog_free,B,4-Jun-24,3,AMOY,A,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,TOH,Dog_free,B,4-Jun-24,3,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
NY,TOH,Dog_free,B,4-Jun-24,4,AMOY,M,M,R,R,A,M,M,R,M,R,M,M,M,M,M,R,R,R,ATV at 1:50
NY,TOH,Dog_free,B,4-Jun-24,5,AMOY,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,R,R,R,Preening
NY,TOH,Dog_free,B,4-Jun-24,6,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting/loafing in large group
NY,TOH,Dog_free,B,4-Jun-24,7,AMOY,R,R,R,M,M,R,M,M,M,M,M,FL,A,M,M,M,R,R,"Preening, person with camera at 1:40"
NY,TOH,Dog_free,B,4-Jun-24,8,AMOY,R,A,A,A,R,R,R,R,R,A,R,M,M,R,R,M,M,M,Territorial dispute between 5 AMOY
NY,TOH,Dog_free,B,4-Jun-24,9,AMOY,R,R,R,R,R,R,R,R,M,M,R,R,R,R,R,R,R,R,"ATV at 1:30, roosting"
NY,TOH,Dog_free,B,4-Jun-24,10,AMOY,R,M,A,M,M,M,M,M,M,M,M,R,R,R,R,R,R,R,Territoy dispute with other AMOY
CT,Sandy Point,None,B,5-Jun-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,F,R,M,R,R,M,R,"P14 Male, Both spooked by FICR following behavior survey"
CT,Sandy Point,None,B,5-Jun-24,7,PIPL,M,M,F,R,M,M,F,F,M,F,F,M,R,M,F,F,F,M,
CT,Sandy Point,None,B,5-Jun-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P2 Individual loafing
CT,Sandy Point,None,B,5-Jun-24,7,SESA,R,R,R,M,R,R,R,R,R,R,R,R,R,M,R,R,R,M,
CT,Sandy Point,None,B,2-Jun-24,8,SESA,M,R,F,R,M,M,M,F,R,M,M,R,R,R,R,F,M,M,
NY,Jones,Walkers,B,5-Jun-24,1,PIPL,M,M,M,M,R,M,M,R,M,R,R,R,R,R,M,R,M,M,Walking towards jetty
NY,Jones,Walkers,B,5-Jun-24,1,AMOY,R,R,R,R,M,M,M,R,M,M,R,R,R,F,M,M,R,R,Walking towards mate
NY,Jones,Walkers,B,5-Jun-24,2,PIPL,F,F,M,FL,FL,OS,R,R,R,R,R,R,R,R,R,R,R,R,"1st PIPL flew OS, switched to 2nd PIPL at 1:10, Incubating nest"
NY,Jones,Walkers,B,5-Jun-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and Preening
NY,Jones,Walkers,B,5-Jun-24,3,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,Jones,Walkers,B,5-Jun-24,4,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard in dune
NY,Jones,Walkers,B,5-Jun-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in tire tracks
NY,Jones,Walkers,B,5-Jun-24,5,SAND,R,R,R,R,R,R,M,M,R,R,R,R,R,R,R,M,R,R,Roosting in large group
NY,Jones,Walkers,B,5-Jun-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
CT,Housatonic: Milford Point,Walkers,B,7-Jun-24,5,SESA,M,M,M,M,R,R,M,M,F ,A,R,F,F,F,A,A,F,F,
CT,Housatonic: Milford Point,Walkers,B,7-Jun-24,5,PIPL,M,R,R,R,R,M,M,M,M,R,M,M,R,M,F,M,F,R,"Added behavioral context, individual had just had nest washed out by tide"
CT,Housatonic: Milford Point,Walkers,B,7-Jun-24,6,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Not incubating, just stood very still"
CT,Housatonic: Milford Point,Walkers,B,7-Jun-24,6,SESA,M,M,M,R,M,M,M,F,F,M,F,F,FL,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Point,Walkers,B,7-Jun-24,6,PIPL,R,R,M,A,R,R,M,M,M,M,M,M,M,M,R,R,R,M,
CT,Long Beach,Walkers,B,7-Jun-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M PIPL INC NEST
CT,Long Beach,Walkers,B,7-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,MATE TO A NEARBY INC PIPL
CT,Long Beach,Walkers,B,7-Jun-24,4,AMOY,A,A,R,R,R,R,R,A,A,A,A,A,A,A,A,A,A,A,A: CHATTY W/ NEARBY CONSPECIFICS ON JETTY
CT,Long Beach,Walkers,B,7-Jun-24,4,PIPL,M,M,M,M,M,F,M,F,R,R,M,M,M,M,M,M,F,M,
CT,Long Beach,Walkers,B,7-Jun-24,3,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,A,R,R,R,A @ 2:30 - TERRITORIAL DISPUTE WITH CONSPECIFIC
CT,Long Beach,Walkers,B,7-Jun-24,2,PIPL,F,M,M,M,M,F,M,M,M,M,F,M,M,R,M,OS,OS,OS,
CT,Bushy Beach,None,B,7-Jun-24,2,PIPL,M,A,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R = INC
CT,Bushy Beach,None,B,7-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R = INC
CT,Bushy Beach,None,B,7-Jun-24,3,PIPL,P,P,P,M,M,M,R,R,M,M,M,M,M,M,R,R,M,M,
CT,Bushy Beach,None,B,7-Jun-24,4,PIPL,F,F,F,F,F,M,F,F,F,M,M,M,F,F,F,F,F,F,
GA,EBGC,Dog_leash,B,7-Jun-24,2,SAND,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,just stood in place in middle of a sand bar
NY,Sunken,None,B,8-Jun-24,2,PIPL,F,M,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,near exclosure foraging 
NY,Sunken,None,B,8-Jun-24,4,PIPL,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,female by water
NY,Sunken,None,B,8-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,incubating nest 
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,1,WIPL,F,M,M,M,A,A,A,A,A,A,A,A,A,A,A,A,A,A,
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,2,AMOY,R,R,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,2,WIPL,M,M,A,A,R,A,A,A,A,A,A,A,A,A,A,A,A,A,
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,3,LETE,F,F,F,OS,F,F,F,F,FL,FL,FL,FL,FL,FL,F,F,FL,FL,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,3,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,9-Jun-24,4,Egret,F,F,F,F,F,F,F,F,F,F,F,F,A,F,F,F,F,A,"Not recorded to species. Not a focal bird, but still observed."
CT,Long Beach,Walkers,B,10-Jun-24,6,PIPL,R,M,R,OS,M,R,R,M,R,R,M,R,R,M,F,M,M,R,
CT,Long Beach,Walkers,B,10-Jun-24,5,PIPL,M,R,M,R,M,M,M,A,A,A,R,R,R,R,R,R,R,R,
CT,Long Beach,Walkers,B,10-Jun-24,4,PIPL,A,A,M,A,A,A,A,A,OS,R,OS,OS,F,M,R,R,R,M,PR fighting with female
CT,Long Beach,Walkers,B,10-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
CT,Long Beach,Walkers,B,10-Jun-24,3,PIPL,M,FL,FL,R,R,R,M,M,R,M,R,R,M,R,M,A,A,A,A = Dive bombed by tern
NC,NWB,None,,10-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,M,M,M,M,M,M,M,M,FL,
NC,NWB,None,,10-Jun-24,3,WIPL,M,A,M,M,F,F,A,M,A,A,A,M,A,F,R,A,A,R,"Walked some, foraged some in swash (!), got aggressive with another WIPL, took a bath"
NC,NWB,None,,10-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NC,NWB,None,,10-Jun-24,4,WIPL,A,A,A,A,A,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Harbor Island,Dog_leash,B,12-Jun-24,3,WIPL,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,
SC,Harbor Island,Dog_leash,B,12-Jun-24,3,SESA,F,F,F,F,F,F,M,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,No apparent reason for FO
SC,Harbor Island,Dog_leash,B,12-Jun-24,3,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
CT,Bushy Beach,None,B,12-Jun-24,2,PIPL,F,F,F,M,M,F,F,A,M,A,A,F,M,A,A,A,F,F,
CT,Bushy Beach,None,B,12-Jun-24,3,PIPL,R,R,R,R,R,M,M,A,A,A,A,M,M,R,R,R,R,R,R = INC
CT,Bushy Beach,None,B,12-Jun-24,3,AMOY,FL,FL,FL,FL,FL,FL,FL,FL,FL,FL,FL,FL,A,M,M,A,A,A,"Chasing other pair of AMOYs around, came back to nest area, Y_ NO5"
CT,Bushy Beach,None,B,12-Jun-24,4,PIPL,F,F,F,M,M,A,A,A,A,A,A,A,M,A,A,A,M,A,"Male brooding fledges, territorial dispute with other male PIPL"
NC,HI,None,,12-Jun-24,1,AMOY,A,M,A,A,A,A,M,M,A,A,M,M,M,M,M,M,A,A,Part of a pair hanging out in overwash area
