State,Site,Campaign,Date,First_HT,Steward,Time_in,Time_out,Temp_in,Temp_out,Wind_in,Wind_out,Implementation,Observers,Point_no,Start_time,Point_closed,Vehicles,Boats,Aerial,Dogs_un,Dogs_leash,People_move,People_rest,Predators,PIPL,AMOY,REKN,WIPL,SAND,SESA,Peeps,Comments
CT,Housatonic: Milford Shoreline,Walkers,30-May-24,5:05,,12:51,14:09,19,19,22.5,17.7,,J. Heupel,8,12:56,N,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,Predators = Gulls
CT,Housatonic: Milford Shoreline,Walkers,30-May-24,5:05,,12:51,14:09,19,19,22.5,17.7,,J. Heupel,7,13:15,N,0,0,0,0,0,2,2,3,0,5,0,0,0,0,0,Predators = Gulls
CT,Bushy Beach,None,31-May-24,4:23,,12:30,17:03,22,21,8,14,,T.Grimm,1,12:48,C,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,31-May-24,4:23,,12:30,17:03,22,21,8,14,,T.Grimm,2,1:23,C,0,1,1,0,0,1,2,1,2,0,0,0,0,0,0,Predetors = 1 HEGU
CT,Bushy Beach,None,31-May-24,4:23,,12:30,17:03,22,21,8,14,,T.Grimm,3,2:12,C,0,2,0,0,0,2,4,1,4,3,0,0,0,0,0,Predetors = 1 AMCR
CT,Bushy Beach,None,31-May-24,4:23,,12:30,17:03,22,21,8,14,,T.Grimm,4,3:08,N,0,5,1,0,0,4,8,1,2,0,0,0,0,0,0,Predetors = 1 HEGU
CT,Long Beach,Walkers,31-May-24,6:19,,10:55,13:50,18,22,13,10,,J. Esposito-Halka,6,11:00,P,0,0,2,0,0,2,0,8,1,0,0,0,0,0,0,Predators: 1 GREG; canid tracks & digging observed
CT,Long Beach,Walkers,31-May-24,6:19,,10:55,13:50,18,22,13,10,,J. Esposito-Halka,5,11:21,P,0,0,2,0,0,1,0,44,9,1,0,0,0,14,0,Canid tracks observed
CT,Long Beach,Walkers,31-May-24,6:19,,10:55,13:50,18,22,13,10,,J. Esposito-Halka,4,12:19,P,0,0,1,0,0,1,1,3,5,0,0,0,0,2,0,"Canid tracks observed, 2 kayakers"
CT,Long Beach,Walkers,31-May-24,6:19,,10:55,13:50,18,22,13,10,,J. Esposito-Halka,3,12:44,P,0,2,0,0,0,1,0,2,5,0,0,0,0,0,0,Canid tracks and digging observed
CT,Long Beach,Walkers,31-May-24,6:19,,10:55,13:50,18,22,13,10,,J. Esposito-Halka,2,13:23,P,0,0,0,0,0,9,7,5,1,1,0,0,0,0,0,Predators: 2 FICR + Gull
CT,Sandy Point,None,2-Jun-24,8:10,,9:18,12:51,20,20,4,5,,B. Inclima,4,9:21,N,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,
CT,Sandy Point,None,2-Jun-24,8:10,,9:18,12:51,20,20,4,5,,B. Inclima,5,9:37,P,0,1,0,0,0,1,0,1,0,0,0,0,8,4,0,Predators = Gull
CT,Sandy Point,None,2-Jun-24,8:10,,9:18,12:51,20,20,4,5,,B. Inclima,6,10:06,P,0,0,0,0,0,3,0,0,1,0,0,0,0,12,0,
CT,Sandy Point,None,2-Jun-24,8:10,,9:18,12:51,20,20,4,5,,B. Inclima,7,10:37,P,0,0,0,0,0,2,2,0,4,2,0,0,0,6,0,
CT,Sandy Point,None,2-Jun-24,8:10,,9:18,12:51,20,20,4,5,,B. Inclima,8,11:51,P,0,0,0,0,0,0,2,21,4,4,0,0,0,10,0,Predators = Gulls
CT,Long Beach,Walkers,5-Jun-24,10:56,,9:39,13:18,19,22,8,8,,B. Inclima,8,12:20,P,0,0,0,0,0,0,0,13,4,3,0,0,0,4,0,Predators = Gulls
CT,Sandy Point,None,5-Jun-24,10:56,,9:39,13:18,19,22,8,8,,B. Inclima,4,9:42,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
CT,Sandy Point,None,5-Jun-24,10:56,,9:39,13:18,19,22,8,8,,B. Inclima,5,9:57,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CT,Sandy Point,None,5-Jun-24,10:56,,9:39,13:18,19,22,8,8,,B. Inclima,6,10:18,P,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,"FICR landed on excl following PC, put both PIPL on alert"
CT,Sandy Point,None,5-Jun-24,10:56,,9:39,13:18,19,22,8,8,,B. Inclima,7,11:26,P,0,0,0,0,0,3,1,2,7,1,0,0,0,13,0,Predators = FICR
CT,Bushy Beach,None,7-Jun-24,0:12,,12:06,13:40,20,21,9,7,,J. Horne/T. Grimm,1,12:20,C,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,7-Jun-24,0:12,,12:06,13:40,20,21,9,7,,J. Horne/T. Grimm,2,12:38,C,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,
CT,Bushy Beach,None,7-Jun-24,0:12,,12:06,13:40,20,21,9,7,,J. Horne/T. Grimm,3,12:48,C,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,"PIPL G_PKL, AMOY Y_N05"
CT,Bushy Beach,None,7-Jun-24,0:12,,12:06,13:40,20,21,9,7,,J. Horne/T. Grimm,4,12:55,N,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,7-Jun-24,0:00,,9:52,11:34,22,24,8,11.3,,M. Joyce,8,9:55,N,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,Vehicles = 2 ride on lawn mowers on residential area
CT,Housatonic: Milford Point,Walkers,7-Jun-24,0:00,,9:52,11:34,22,24,8,11.3,,M. Joyce,7,10:10,N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,7-Jun-24,0:00,,9:52,11:34,22,24,8,11.3,,M. Joyce,6,10:28,P,0,0,0,0,0,2,4,0,2,0,0,0,0,48,48,
CT,Housatonic: Milford Point,Walkers,7-Jun-24,0:00,,9:52,11:34,22,24,8,11.3,,M. Joyce,5,11:19,P,0,0,0,0,0,0,0,0,1,2,0,0,0,26,28,X2 WR Sandpiper present - will update #Peeps after clarifying somethig with Milan
CT,Long Beach,Walkers,7-Jun-24,0:12,,12:55,15:20,24,25,9,10,,J. Esposito-Halka,2,15:03,P,24,0,0,0,0,7,20,19,2,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,7-Jun-24,0:12,,12:55,15:20,24,25,9,10,,J. Esposito-Halka,3,14:42,P,0,0,1,0,0,1,0,1,11,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,7-Jun-24,0:12,,12:55,15:20,24,25,9,10,,J. Esposito-Halka,4,13:50,P,0,0,3,0,0,0,0,3,11,5,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,7-Jun-24,0:12,,12:55,15:20,24,25,9,10,,J. Esposito-Halka,5,13:24,P,0,0,1,0,0,3,0,5,11,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,7-Jun-24,0:12,,12:55,15:20,24,25,9,10,,J. Esposito-Halka,6,13:00,P,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,10-Jun-24,2:27,,11:54,13:45,19,20,17,16,,B. Inclima,6,11:58,P,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,Predators = Gulls
CT,Long Beach,Walkers,10-Jun-24,2:27,,11:54,13:45,19,20,17,16,,B. Inclima,5,12:33,P,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,Predators = Gulls
CT,Long Beach,Walkers,10-Jun-24,2:27,,11:54,13:45,19,20,17,16,,B. Inclima,4,12:50,P,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,Predator = Gull
CT,Long Beach,Walkers,10-Jun-24,2:27,,11:54,13:45,19,20,17,16,,B. Inclima,3,13:22,P,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,Predator = FICR
CT,Long Beach,Walkers,10-Jun-24,2:27,,11:54,13:45,19,20,17,16,,B. Inclima,2,13:40,P,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,Predator = Gulls
CT,Bushy Beach,None,12-Jun-24,2:31,,14:06,17:20,22,24,12.5,19,,T. Grimm,2,14:52,C,0,1,0,0,0,0,4,2,4,0,0,0,0,0,0,Predetors = 2 Gulls 
CT,Bushy Beach,None,12-Jun-24,2:31,,14:06,17:20,22,24,12.5,19,,T. Grimm,3,15:24,C,0,0,1,0,0,2,4,5,4,4,0,0,0,0,0,"Predetors = 3 Gulls 2 GREG, PIPL G_PKL, AMOY Y_N05"
CT,Bushy Beach,None,12-Jun-24,2:31,,14:06,17:20,22,24,12.5,19,,T. Grimm,4,16:08,N,0,2,1,0,0,3,10,4,6,0,0,0,0,0,0,Predetors = 3 Gulls 1 GREG. 2 PIPL adults 4 downy chicks 
CT,Bushy Beach,None,13-Jun-24,2:31,,14:06,17:20,22,24,12.5,19,,T. Grimm,1,14:19,C,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,13-Jun-24,4:55,,12:08,14:25,24,27,14.5,19,,J. Heupel/M. Joyce,5,12:47,P,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,13-Jun-24,4:55,,12:08,14:25,24,27,14.5,19,,J. Heupel/M. Joyce,6,13:09,P,0,0,2,0,0,2,0,1,1,2,0,0,1,0,0,Predator: Gull
CT,Housatonic: Milford Shoreline,Walkers,13-Jun-24,4:55,,12:08,14:25,24,27,14.5,19,,J. Heupel/M. Joyce,8,12:13,N,0,0,1,0,0,8,17,5,0,0,0,0,0,0,0,"Predators: 3 Gulls, 1 Fox, 1 Fish Crow"
CT,Housatonic: Milford Shoreline,Walkers,13-Jun-24,4:55,,12:08,14:25,24,27,14.5,19,,J. Heupel/M. Joyce,7,12:22,N,0,0,0,0,1,4,5,3,0,1,0,0,0,0,0,Predators: Gull
CT,Sandy Point,None,14-Jun-24,5:46,,9:38,13:48,22,24,14,14,,B. Inclima,4,9:41,N,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Predator: Gull
CT,Sandy Point,None,14-Jun-24,5:46,,9:38,13:48,22,24,14,14,,B. Inclima,5,9:55,P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Predator: Gull
CT,Sandy Point,None,14-Jun-24,5:46,,9:38,13:48,22,24,14,14,,B. Inclima,6,10:09,P,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Predator: Gull
CT,Sandy Point,None,14-Jun-24,5:46,,9:38,13:48,22,24,14,14,,B. Inclima,7,10:53,P,0,0,0,0,0,0,0,2,4,1,0,0,0,11,0,Predator: Gull
CT,Sandy Point,None,14-Jun-24,5:46,,9:38,13:48,22,24,14,14,,B. Inclima,8,12:12,P,0,0,0,0,0,0,0,7,5,2,0,0,0,2,0,"Predators: 6 Gulls, 1 Fish Crow"
CT,Bushy Beach,None,19-Jun-24,8:27,,10:45,14:20,25.5,26.5,19,19,,T. Grimm,1,11:08,C,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,19-Jun-24,8:27,,10:45,14:20,25.5,26.5,19,19,,T. Grimm,2,11:51,C,0,1,2,0,0,0,0,2,2,1,0,0,0,0,0,Predetor: 2 Gulls
CT,Bushy Beach,None,19-Jun-24,8:27,,10:45,14:20,25.5,26.5,19,19,,T. Grimm,3,12:32,C,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,
CT,Bushy Beach,None,19-Jun-24,8:27,,10:45,14:20,25.5,26.5,19,19,,T. Grimm,4,13:07,N,0,2,0,0,0,0,5,2,9,0,0,0,0,0,0,"4 older chicks, 5 adult PIPLs, Predetor 2 Gulls"
CT,Sandy Point,None,19-Jun-24,10:06,,9:11,13:05,23,24,11,13,,B. Inclima,4,9:15,N,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,
CT,Sandy Point,None,19-Jun-24,10:06,,9:11,13:05,23,24,11,13,,B. Inclima,5,9:32,P,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,Fishermen
CT,Sandy Point,None,19-Jun-24,10:06,,9:11,13:05,23,24,11,13,,B. Inclima,6,9:46,P,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,
CT,Sandy Point,None,19-Jun-24,10:06,,9:11,13:05,23,24,11,13,,B. Inclima,7,10:12,P,0,0,0,0,0,1,0,3,7,4,0,0,0,0,0,"Predators = Gulls, Person moving = biker"
CT,Sandy Point,None,19-Jun-24,10:06,,9:11,13:05,23,24,11,13,,B. Inclima,8,11:16,P,0,0,0,0,0,0,0,11,6,2,0,0,6,2,0,Predators = Gulls
CT,Housatonic: Milford Point,Walkers,20-Jun-24,10:53,,8:06,11:58,23,30.5,9.7,17.7,,J. Heupel,5,8:48,P,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,3 FICR
CT,Housatonic: Milford Point,Walkers,20-Jun-24,10:53,,8:06,11:58,23,30.5,9.7,17.7,,J. Heupel,6,9:37,P,0,0,0,0,0,3,0,0,9,7,0,0,0,0,0,
CT,Housatonic: Milford Shoreline,Walkers,20-Jun-24,10:53,,8:06,11:58,23,30.5,9.7,17.7,,J. Heupel,8,8:27,N,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1 FICR
CT,Housatonic: Milford Shoreline,Walkers,20-Jun-24,10:53,,8:06,11:58,23,30.5,9.7,17.7,,J. Heupel,7,8:35,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
CT,Long Beach,Walkers,20-Jun-24,10:55,,9:00,13:00,28,30,14,16,,J. Esposito-Halka,6,11:56,P,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1 fisherman
CT,Long Beach,Walkers,20-Jun-24,10:55,,9:00,13:00,28,30,14,16,,J. Esposito-Halka,5,12:19,P,0,0,1,0,0,0,0,5,11,0,0,0,0,0,0,Predator: Gull
CT,Long Beach,Walkers,20-Jun-24,10:55,,9:00,13:00,28,30,14,16,,J. Esposito-Halka,4,12:50,P,0,0,1,0,0,1,0,3,10,2,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,20-Jun-24,10:55,,9:00,13:00,28,30,14,16,,J. Esposito-Halka,3,13:21,P,0,0,2,0,0,1,1,1,10,0,0,0,0,0,0,"1 fisherman, Predators: Gull"
CT,Long Beach,Walkers,20-Jun-24,10:55,,9:00,13:00,28,30,14,16,,J. Esposito-Halka,2,13:44,P,0,1,2,0,0,13,12,6,5,1,0,0,0,0,0,1 jetski riding towards B0 - lifeguards alerted them to stay away
CT,Sandy Point,None,26-Jun-24,2:54,,13:23,16:03,29,29,16,18,,B. Inclima,4,13:26,N,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,
CT,Sandy Point,None,26-Jun-24,2:54,,13:23,16:03,29,29,16,18,,B. Inclima,5,13:39,P,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Predators = FICR
CT,Sandy Point,None,26-Jun-24,2:54,,13:23,16:03,29,29,16,18,,B. Inclima,6,13:54,P,0,0,1,0,0,4,3,0,4,0,0,0,0,0,0,P14 and chicks
CT,Sandy Point,None,26-Jun-24,2:54,,13:23,16:03,29,29,16,18,,B. Inclima,7,14:13,P,0,2,0,0,0,4,0,0,10,0,0,0,0,0,0,
CT,Sandy Point,None,26-Jun-24,2:54,,13:23,16:03,29,29,16,18,,B. Inclima,8,14:53,P,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,Predators = Gulls
CT,Housatonic: Milford Point,Walkers,27-Jun-24,3:51,,9:49,12:44,22,27,13,16,,J. Heupel / M. Joyce,5,9:49,P,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,27-Jun-24,3:51,,9:49,12:44,22,27,13,16,,J. Heupel / M. Joyce,56,10:52,P,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,Predators: GBHE
CT,Housatonic: Milford Shoreline,Walkers,27-Jun-24,3:51,,9:49,12:44,22,27,13,16,,J. Heupel / M. Joyce,8,12:23,N,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,Predators: GREG & HEGU
CT,Housatonic: Milford Shoreline,Walkers,27-Jun-24,3:51,,9:49,12:44,22,27,13,16,,J. Heupel / M. Joyce,7,12:34,N,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,28-Jun-24,3:19,,13:45,16:00,22,22,1.5,12,,T.Grimm,1,14:03,C,0,0,1,0,0,6,2,1,3,0,0,0,0,0,0,Predetors = Gulls
CT,Bushy Beach,None,28-Jun-24,3:19,,13:45,16:00,22,22,1.5,12,,T.Grimm,2,15:42,C,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,Predetors = Gulls
CT,Bushy Beach,None,28-Jun-24,3:19,,13:45,16:00,22,22,1.5,12,,T.Grimm,3,14:48,C,0,5,0,0,0,0,2,3,3,2,0,0,0,0,0,Predetors = Gulls and GREG
CT,Bushy Beach,None,28-Jun-24,3:19,,13:45,16:00,22,22,1.5,12,,T.Grimm,4,15:04,N,0,5,2,0,0,1,6,4,6,0,0,0,0,0,0,"Predetors = Gulls, 4 adult, 2 chick PIPL"
CT,Long Beach,Walkers,29-Jun-24,5:59,,13:00,16:45,25,26,23,24,,J.Esposito-Halka,6,14:25,P,0,0,0,0,0,2,0,29,4,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,29-Jun-24,5:59,,13:00,16:45,25,26,23,24,,J.Esposito-Halka,5,14:51,P,0,0,0,0,0,3,2,3,7,0,0,0,0,0,0,"2 ppl resting = fishermen, Predators: Gull"
CT,Long Beach,Walkers,29-Jun-24,5:59,,13:00,16:45,25,26,23,24,,J.Esposito-Halka,4,15:16,P,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,
CT,Long Beach,Walkers,29-Jun-24,5:59,,13:00,16:45,25,26,23,24,,J.Esposito-Halka,3,15:35,P,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,"Predators: GREG, HEGU; 3 kitesurfers offshore"
CT,Long Beach,Walkers,29-Jun-24,5:59,,13:00,16:45,25,26,23,24,,J.Esposito-Halka,2,16:15,P,0,0,0,0,0,9,9,3,4,0,0,0,0,0,0,6 ppl resting = fisherman; ATV tracks through nesting area.
CT,Housatonic: Milford Point,Walkers,4-Jul-24,10:43,,9:55,11:06,23,24,13,14,,J. Heupel / M. Joyce,5,10:39,P,0,0,2,0,0,2,0,4,2,1,0,0,0,0,0,(Plus 4 PIPL Chicks); Predators = RBGU
CT,Housatonic: Milford Point,Walkers,4-Jul-24,10:43,,9:55,11:06,23,24,13,14,,J. Heupel / M. Joyce,6,10:58,P,0,0,1,0,0,6,0,0,4,8,0,0,0,25,25,
CT,Housatonic: Milford Shoreline,Walkers,4-Jul-24,10:43,,9:55,11:06,23,24,13,14,,J. Heupel / M. Joyce,8,10:17,N,1,4,0,0,0,20,4,0,0,0,0,0,0,0,0,
CT,Housatonic: Milford Shoreline,Walkers,4-Jul-24,10:43,,9:55,11:06,23,24,13,14,,J. Heupel / M. Joyce,7,10:26,N,2,1,1,0,0,9,2,1,0,0,0,0,0,0,0,
CT,Bushy Beach,None,6-Jul-24,11:28,,15:02,16:30,22,21,9,8,,J. Horne/T. Grimm,1,15:24,N,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,6-Jul-24,11:38,,15:02,16:30,22,21,9,8,,J. Horne/T. Grimm,2,15:47,P,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,
CT,Bushy Beach,None,6-Jul-24,11:38,,15:02,16:30,22,21,9,8,,J. Horne/T. Grimm,3,15:58,P,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,"PIPL G_PKL, "
CT,Bushy Beach,None,6-Jul-24,11:38,,15:02,16:30,22,21,9,8,,J. Horne/T. Grimm,4,16:21,C,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,AMOY Y_N05
CT,Long Beach,Walkers,6-Jul-24,12:32,,12:30,15:45,26,28,10,12,,J. Esposito-Halka,2,12:32,P,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,
CT,Long Beach,Walkers,6-Jul-24,12:32,,12:30,15:45,26,28,10,12,,J. Esposito-Halka,3,12:54,P,0,0,0,0,0,2,3,1,8,2,0,0,0,0,0,Predators: HEGU
CT,Long Beach,Walkers,6-Jul-24,12:32,,12:30,15:45,26,28,10,12,,J. Esposito-Halka,4,13:26,P,0,1,0,0,0,3,10,0,7,4,0,0,0,0,0,
CT,Long Beach,Walkers,6-Jul-24,12:32,,12:30,15:45,26,28,10,12,,J. Esposito-Halka,5,14:25,P,0,0,0,0,0,3,1,8,7,0,0,0,0,0,0,Predators: HEGU
CT,Long Beach,Walkers,6-Jul-24,12:32,,12:30,15:45,26,28,10,12,,J. Esposito-Halka,6,14:39,P,0,0,0,0,0,0,4,39,4,0,0,0,0,0,0,Predators: HEGU & RBGU
CT,Sandy Point,None,7-Jul-24,0:28,,12:01,15:04,28,28,6,9,,B. Inclima,4,12:04,N,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,Low visibility
CT,Sandy Point,None,7-Jul-24,0:28,,12:01,15:04,28,28,6,9,,B. Inclima,5,12:19,P,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,Low visibility
CT,Sandy Point,None,7-Jul-24,0:28,,12:01,15:04,28,28,6,9,,B. Inclima,6,12:32,P,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,"Low visibility, fishermen"
CT,Sandy Point,None,7-Jul-24,0:28,,12:01,15:04,28,28,6,9,,B. Inclima,7,1:13,P,0,2,0,0,0,5,0,1,5,0,0,0,0,8,0,"Low visibility, Predators = gulls"
CT,Sandy Point,None,7-Jul-24,0:28,,12:01,15:04,28,28,6,9,,B. Inclima,8,1:55,P,0,1,0,0,0,0,3,3,2,4,0,0,0,0,0,Predators = Gulls
CT,Bushy Beach,None,10-Jul-24,0:30,,12:45,15:45,24,27,13,21,,T. Grimm,1,12:53,C,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Predators = Gulls
CT,Bushy Beach,None,10-Jul-24,0:30,,12:45,15:45,24,27,13,21,,T. Grimm,2,13:15,C,0,1,1,0,0,0,1,2,2,0,0,0,0,0,0,Predators = Gulls
CT,Bushy Beach,None,10-Jul-24,0:30,,12:45,15:45,24,27,13,21,,T. Grimm,3,13:49,C,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,"Predetors = 2 Gulls 1 GREG  1 FICR, PIPL G_PKL, AMOY Y_N05"
CT,Bushy Beach,None,10-Jul-24,0:30,,12:45,15:45,24,27,13,21,,T. Grimm,4,14:11,N,0,6,0,0,0,1,4,6,6,0,0,0,0,0,0,"Predetor= 3 Gulls 1 GREGS 2 FICR, 4 Adult PIPL, 2 fledges"
CT,Housatonic: Milford Point,Walkers,12-Jul-24,4:15,,10:49,12:27,25,23,16,21,,M. Joyce / J. Heupel,5,11:20,N,0,0,1,0,0,49,0,8,0,2,0,0,0,0,0,"Predators: X8 HERG, also many children from MP center summer camp in vicinity"
CT,Housatonic: Milford Point,Walkers,12-Jul-24,4:15,,10:49,12:27,25,23,16,21,,M. Joyce / J. Heupel,6,12:00,N,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,"Predators: X1 YCNH, X1 HERG"
CT,Housatonic: Milford Shoreline,Walkers,12-Jul-24,4:15,,10:49,12:27,25,23,16,21,,M. Joyce / J. Heupel,8,10:54,P,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,"Predators: X3 HERG, X1 FICR"
CT,Housatonic: Milford Shoreline,Walkers,12-Jul-24,4:15,,10:49,12:27,25,23,16,21,,M. Joyce / J. Heupel,7,11:06,P,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,"Predators: X1 HERG, X2 FICR"
CT,Long Beach,Walkers,12-Jul-24,4:27,,10:45,13:45,25,27,6,11,,J. Esposito-Halka,2,10:47,P,0,0,2,0,0,6,4,36,0,0,0,0,0,0,0,Predators: Gull & 2 FICR
CT,Long Beach,Walkers,12-Jul-24,4:27,,10:45,13:45,25,27,6,11,,J. Esposito-Halka,3,11:20,P,0,0,6,0,0,0,0,8,7,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,12-Jul-24,4:27,,10:45,13:45,25,27,6,11,,J. Esposito-Halka,4,11:44,P,0,0,2,0,0,0,0,21,5,0,0,0,0,0,0,Predators: Gull
CT,Long Beach,Walkers,12-Jul-24,4:27,,10:45,13:45,25,27,6,11,,J. Esposito-Halka,5,12:01,P,0,0,1,0,0,0,0,59,11,0,0,0,0,9,0,Predators: Gull
CT,Long Beach,Walkers,12-Jul-24,4:27,,10:45,13:45,25,27,6,11,,J. Esposito-Halka,6,12:33,P,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,Predators: Gull
CT,Sandy Point,None,15-Jul-24,5:48,,11:29,14:48,28,30,12,13,,B. Inclima,4,11:32,N,0,0,0,0,0,2,5,7,0,1,0,0,0,0,0,Predators = Gulls
CT,Sandy Point,None,15-Jul-24,5:48,,11:29,14:48,28,30,12,13,,B. Inclima,5,11:51,P,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,Predators = Gulls
CT,Sandy Point,None,15-Jul-24,5:48,,11:29,14:48,28,30,12,13,,B. Inclima,6,12:11,P,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Predators = Gulls
CT,Sandy Point,None,15-Jul-24,5:48,,11:29,14:48,28,30,12,13,,B. Inclima,7,12:43,P,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,Predators = Gulls
CT,Sandy Point,None,15-Jul-24,5:48,,11:29,14:48,28,30,12,13,,B. Inclima,8,1:31,P,0,0,0,0,0,3,0,36,4,2,0,0,7,6,1,Predators = Gulls
CT,Housatonic: Milford Point,Walkers,18-Jul-24,9:34,,14:32,15:51,29,31,18,13,,M. Joyce / J. Heupel,5,15:07,P,0,0,0,0,0,0,0,13,5,2,0,0,0,0,0,Predators: All gulls
CT,Housatonic: Milford Point,Walkers,18-Jul-24,9:34,,14:32,15:51,29,31,18,13,,M. Joyce / J. Heupel,6,15:34,P,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,Predators: All gulls
CT,Housatonic: Milford Shoreline,Walkers,18-Jul-24,9:34,,14:32,15:51,29,31,18,13,,M. Joyce / J. Heupel,8,14:37,N,0,0,0,0,0,8,5,5,0,0,0,0,0,0,0,Predators: All gulls
CT,Housatonic: Milford Shoreline,Walkers,18-Jul-24,9:34,,14:32,15:51,29,31,18,13,,M. Joyce / J. Heupel,7,14:51,N,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,Predators: All gulls
CT,Bushy Beach,None,19-Jul-24,8:39,,12:50,15:00,26,26,11,19,,T. Grimm,1,12:58,C,0,2,0,1,0,4,11,1,0,0,0,0,0,0,0,Predetors = 1 Gull
CT,Bushy Beach,None,19-Jul-24,8:39,,12:50,15:00,26,26,11,19,,T. Grimm,2,1:29,C,0,1,1,0,0,2,1,10,2,0,0,0,0,0,0,Predetors = 10 Gull
CT,Bushy Beach,None,19-Jul-24,8:39,,12:50,15:00,26,26,11,19,,T. Grimm,3,1:55,C,0,2,1,0,0,0,2,1,4,2,0,0,0,0,0,"PIPL GF_PKL, AMOY Y_N05"
CT,Bushy Beach,None,19-Jul-24,8:39,,12:50,15:00,26,26,11,19,,T. Grimm,4,2:20,N,0,4,1,0,0,5,3,4,2,0,0,0,0,0,0,
CT,Long Beach,Walkers,19-Jul-24,10:48,,10:00,14:45,24,26,7,7,,J. Esposito-Halka,2,14:01,P,0,0,6,0,0,9,18,33,0,0,0,0,0,0,0,Predators: Gull
